customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9840-XXXXX,Male,1,Yes,No,65,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,39.48,2566.2,Yes
7866-XXXXX,Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,102.48,3689.28,No
2445-XXXXX,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,21.38,1496.6,No
5906-XXXXX,Female,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,76.66,1456.54,No
7067-XXXXX,Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.21,1515.78,No
2980-XXXXX,Male,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,100.91,6660.06,No
5602-XXXXX,Female,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.83,1143.24,Yes
9889-XXXXX,Male,1,Yes,No,42,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,113.2,4754.4,No
5084-XXXXX,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,102.57,307.71,No
7146-XXXXX,Female,1,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card,51.18,1996.02,Yes
9038-XXXXX,Female,1,Yes,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer,39.73,556.22,No
9559-XXXXX,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card,42.34,423.4,No
2288-XXXXX,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,69.43,3818.65,No
2986-XXXXX,Female,1,No,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,96.12,5382.72,No
2818-XXXXX,Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,103.59,1035.9,No
7381-XXXXX,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,63.0,2457.0,No
5778-XXXXX,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,46.5,1813.5,Yes
3173-XXXXX,Female,1,No,Yes,28,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,68.5,1918.0,Yes
8971-XXXXX,Male,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.76,579.32,No
3632-XXXXX,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.81,318.1,No
5828-XXXXX,Male,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.38,1769.0,No
9722-XXXXX,Female,0,No,Yes,39,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,110.32,4302.48,No
5177-XXXXX,Female,1,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.85,5041.35,No
9805-XXXXX,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,61.0,1586.0,No
4478-XXXXX,Female,0,No,Yes,56,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,77.68,4350.08,Yes
3699-XXXXX,Female,1,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,81.05,4133.55,No
3257-XXXXX,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,61.32,1042.44,No
2434-XXXXX,Male,0,No,Yes,69,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,32.11,2215.59,No
8164-XXXXX,Male,1,No,No,18,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,95.48,1718.64,No
3907-XXXXX,Female,1,Yes,Yes,27,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,104.99,2834.73,Yes
1300-XXXXX,Male,1,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.64,2829.48,No
7527-XXXXX,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card,40.46,2670.36,No
6794-XXXXX,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,80.97,323.88,No
8204-XXXXX,Female,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,87.44,3410.16,Yes
1746-XXXXX,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,38.84,310.72,No
1014-XXXXX,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,47.32,378.56,Yes
9761-XXXXX,Male,1,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,82.94,497.64,No
2927-XXXXX,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.55,1088.25,No
4357-XXXXX,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,84.64,5924.8,No
1619-XXXXX,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.69,1043.46,Yes
3369-XXXXX,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,72.91,583.28,No
7849-XXXXX,Female,0,Yes,No,53,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,91.09,4827.77,No
2615-XXXXX,Male,1,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.75,1479.0,No
8899-XXXXX,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,97.42,6819.4,Yes
1235-XXXXX,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.79,457.38,No
6783-XXXXX,Female,1,No,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.86,4311.6,No
2482-XXXXX,Female,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,60.97,0.0,No
8150-XXXXX,Female,1,No,No,50,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,78.39,3919.5,No
8061-XXXXX,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,87.62,4118.14,Yes
4714-XXXXX,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card,117.7,7297.4,No
5783-XXXXX,Female,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,86.51,6228.72,No
1658-XXXXX,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,84.91,4415.32,No
6160-XXXXX,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,96.07,4227.08,No
6199-XXXXX,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,98.19,1276.47,No
8879-XXXXX,Male,1,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,80.4,4743.6,No
6855-XXXXX,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card,62.34,1246.8,No
6421-XXXXX,Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,66.73,66.73,Yes
1119-XXXXX,Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.92,1258.4,No
8444-XXXXX,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,97.71,1270.23,No
1167-XXXXX,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,115.96,4870.32,No
1042-XXXXX,Male,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,99.98,6098.78,No
1792-XXXXX,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,35.3,1094.3,No
6641-XXXXX,Male,1,No,No,60,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,70.09,4205.4,No
2415-XXXXX,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.65,750.95,No
9168-XXXXX,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card,83.81,4441.93,No
6462-XXXXX,Female,1,No,No,20,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,22.26,445.2,No
8256-XXXXX,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,72.7,363.5,No
4590-XXXXX,Male,0,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,53.81,538.1,No
2517-XXXXX,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,87.83,3688.86,No
3659-XXXXX,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,96.89,3100.48,No
8895-XXXXX,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,107.21,5574.92,No
2236-XXXXX,Female,0,Yes,No,29,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,27.06,784.74,No
1251-XXXXX,Male,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,114.94,2988.44,No
1529-XXXXX,Female,1,No,Yes,30,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.0,2220.0,Yes
2862-XXXXX,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,65.11,4687.92,No
3135-XXXXX,Female,1,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.54,1094.94,Yes
8801-XXXXX,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,92.52,1757.88,No
5472-XXXXX,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,55.35,2047.95,No
4855-XXXXX,Female,1,No,No,57,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,87.08,4963.56,No
4131-XXXXX,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer,45.16,993.52,No
6796-XXXXX,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,81.21,974.52,No
8629-XXXXX,Male,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,110.28,4631.76,No
1261-XXXXX,Male,1,No,Yes,13,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,81.77,1063.01,No
1278-XXXXX,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,88.15,4231.2,No
7752-XXXXX,Female,1,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,64.79,2591.6,No
3473-XXXXX,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.37,1899.99,Yes
9396-XXXXX,Female,1,Yes,Yes,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,99.45,994.5,No
9845-XXXXX,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,98.66,2466.5,No
1070-XXXXX,Male,1,No,Yes,3,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,24.48,73.44,No
9844-XXXXX,Male,1,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card,35.06,455.78,No
8170-XXXXX,Male,1,Yes,Yes,52,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,54.09,2812.68,No
4342-XXXXX,Male,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,53.67,697.71,No
5417-XXXXX,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,51.34,1540.2,No
9377-XXXXX,Male,0,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,112.05,3921.75,No
3400-XXXXX,Male,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,102.9,4527.6,No
5214-XXXXX,Female,1,No,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,24.97,299.64,No
7527-XXXXX,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,22.52,1576.4,No
4945-XXXXX,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,61.88,1051.96,No
6118-XXXXX,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,66.76,1068.16,No
9558-XXXXX,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,29.72,148.6,No
4859-XXXXX,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card,83.6,752.4,No
5652-XXXXX,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,39.65,1665.3,No
2447-XXXXX,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,85.97,5931.93,No
2537-XXXXX,Female,0,Yes,No,42,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,51.8,2175.6,No
4692-XXXXX,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,110.19,2534.37,Yes
2976-XXXXX,Male,1,Yes,Yes,69,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,35.93,2479.17,No
3722-XXXXX,Male,1,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.42,427.36,No
2847-XXXXX,Female,1,No,Yes,13,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,113.32,1473.16,No
5550-XXXXX,Female,1,Yes,Yes,13,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,101.53,1319.89,No
9153-XXXXX,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,46.68,653.52,No
1359-XXXXX,Male,1,No,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,26.22,131.1,No
1212-XXXXX,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.27,1901.34,Yes
2259-XXXXX,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.76,551.4,No
5056-XXXXX,Female,1,Yes,Yes,14,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,92.79,1299.06,No
9075-XXXXX,Female,1,No,Yes,55,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,63.21,3476.55,No
9406-XXXXX,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,104.14,520.7,No
2601-XXXXX,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,69.77,3418.73,No
2040-XXXXX,Female,1,No,No,28,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,68.33,1913.24,No
7135-XXXXX,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,101.24,6580.6,Yes
3315-XXXXX,Male,0,Yes,No,69,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,29.6,2042.4,Yes
1417-XXXXX,Female,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.24,892.08,No
5304-XXXXX,Female,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,119.08,2500.68,No
3787-XXXXX,Female,1,No,Yes,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.84,298.08,No
2511-XXXXX,Female,1,No,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,77.09,1002.17,Yes
9590-XXXXX,Male,0,Yes,No,45,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,59.95,2697.75,No
1336-XXXXX,Male,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,54.38,108.76,No
2060-XXXXX,Male,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.37,1286.73,Yes
7824-XXXXX,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,84.8,4494.4,No
8608-XXXXX,Male,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,48.96,2643.84,No
6192-XXXXX,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,99.58,7070.18,No
3331-XXXXX,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.3,1264.5,No
4481-XXXXX,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,44.09,264.54,No
7896-XXXXX,Female,0,No,No,24,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,40.31,967.44,No
6507-XXXXX,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,35.65,1461.65,No
4895-XXXXX,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card,81.81,4499.55,No
2530-XXXXX,Male,1,No,No,30,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,20.35,610.5,No
9090-XXXXX,Male,1,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.56,4560.72,No
1786-XXXXX,Female,1,Yes,Yes,60,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,115.83,6949.8,No
1048-XXXXX,Female,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,31.85,2229.5,No
6216-XXXXX,Female,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,96.17,1442.55,No
1460-XXXXX,Male,1,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,81.61,4570.16,No
1865-XXXXX,Female,1,No,Yes,47,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,93.11,4376.17,No
5776-XXXXX,Female,1,No,Yes,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,105.7,3488.1,Yes
8042-XXXXX,Male,0,No,Yes,26,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,47.28,1229.28,No
1442-XXXXX,Female,1,No,No,24,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,50.72,1217.28,No
1430-XXXXX,Female,0,No,No,67,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.46,4720.82,No
6452-XXXXX,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card,105.56,1583.4,No
8921-XXXXX,Female,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,74.91,2322.21,No
7553-XXXXX,Male,1,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.69,1910.08,No
1838-XXXXX,Female,0,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.19,1634.64,No
6518-XXXXX,Female,1,No,Yes,49,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer,32.36,1585.64,No
4999-XXXXX,Male,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,90.1,5225.8,Yes
1179-XXXXX,Male,1,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card,110.75,5759.0,No
3255-XXXXX,Female,0,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,34.01,714.21,No
3942-XXXXX,Female,0,Yes,Yes,70,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,52.68,3687.6,Yes
7276-XXXXX,Female,1,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,55.02,2145.78,No
4250-XXXXX,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,26.13,1698.45,No
6375-XXXXX,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,92.83,2784.9,No
4407-XXXXX,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,68.39,4855.69,No
1811-XXXXX,Female,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card,84.14,2355.92,No
6784-XXXXX,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,77.92,2337.6,No
8588-XXXXX,Female,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,57.41,3042.73,No
9763-XXXXX,Male,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,38.73,697.14,Yes
4926-XXXXX,Male,1,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.43,1194.93,No
3929-XXXXX,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,96.87,4165.41,No
3913-XXXXX,Female,0,No,No,37,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,56.86,2103.82,No
3976-XXXXX,Female,1,No,No,43,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,46.77,2011.11,No
9818-XXXXX,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,26.57,185.99,No
3644-XXXXX,Male,1,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,56.46,395.22,No
4075-XXXXX,Female,1,No,No,65,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,84.2,5473.0,No
9667-XXXXX,Female,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,86.3,4746.5,No
2576-XXXXX,Male,1,No,Yes,57,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,87.35,4978.95,No
5114-XXXXX,Female,1,Yes,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer,93.13,745.04,No
